Person_1,Person_2,Score,Label
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdoulaye_Wade\Abdoulaye_Wade_0003.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdoulaye_Wade\Abdoulaye_Wade_0004.jpg,0.5354853272438049,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah\Abdullah_0001.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah\Abdullah_0002.jpg,0.7415170669555664,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah\Abdullah_0001.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah\Abdullah_0003.jpg,0.6969656348228455,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah\Abdullah_0001.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah\Abdullah_0004.jpg,0.713312029838562,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah\Abdullah_0002.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah\Abdullah_0003.jpg,0.7137922048568726,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah\Abdullah_0002.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah\Abdullah_0004.jpg,0.727121114730835,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah\Abdullah_0003.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah\Abdullah_0004.jpg,0.698293149471283,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_al-Attiyah\Abdullah_al-Attiyah_0001.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_al-Attiyah\Abdullah_al-Attiyah_0002.jpg,0.7252388596534729,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_al-Attiyah\Abdullah_al-Attiyah_0001.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_al-Attiyah\Abdullah_al-Attiyah_0003.jpg,0.7696807384490967,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_al-Attiyah\Abdullah_al-Attiyah_0002.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_al-Attiyah\Abdullah_al-Attiyah_0003.jpg,0.8498528003692627,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0001.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0002.jpg,0.6104627847671509,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0001.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0003.jpg,0.6054074764251709,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0001.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0004.jpg,0.6411386728286743,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0001.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0005.jpg,0.6757360696792603,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0001.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0006.jpg,0.7463155388832092,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0001.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0007.jpg,0.7822889089584351,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0001.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0008.jpg,0.6954678297042847,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0001.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0009.jpg,0.6624271273612976,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0001.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0010.jpg,0.699173092842102,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0001.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0011.jpg,0.7656084299087524,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0001.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0012.jpg,0.7094341516494751,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0001.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0013.jpg,0.7646268010139465,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0001.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0014.jpg,0.7001782655715942,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0001.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0015.jpg,0.6772903203964233,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0001.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0016.jpg,0.026966847479343414,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0001.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0017.jpg,0.8171608448028564,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0001.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0018.jpg,0.6851641535758972,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0001.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0019.jpg,0.7433848977088928,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0002.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0003.jpg,0.7445165514945984,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0002.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0004.jpg,0.8990792036056519,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0002.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0005.jpg,0.731277346611023,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0002.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0006.jpg,0.7358105182647705,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0002.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0007.jpg,0.6676537394523621,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0002.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0008.jpg,0.8015035390853882,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0002.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0009.jpg,0.7803740501403809,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0002.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0010.jpg,0.8171340823173523,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0002.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0011.jpg,0.6476747989654541,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0002.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0012.jpg,0.7246366739273071,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0002.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0013.jpg,0.7199782133102417,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0002.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0014.jpg,0.7516533732414246,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0002.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0015.jpg,0.6309497356414795,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0002.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0016.jpg,0.02137157879769802,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0002.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0017.jpg,0.6455739736557007,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0002.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0018.jpg,0.6105509400367737,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0002.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0019.jpg,0.6933748722076416,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0003.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0004.jpg,0.7698296308517456,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0003.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0005.jpg,0.6766250133514404,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0003.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0006.jpg,0.6700517535209656,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0003.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0007.jpg,0.6741749048233032,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0003.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0008.jpg,0.6956523656845093,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0003.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0009.jpg,0.6627086400985718,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0003.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0010.jpg,0.6852829456329346,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0003.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0011.jpg,0.6508001685142517,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0003.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0012.jpg,0.6884201765060425,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0003.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0013.jpg,0.6870181560516357,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0003.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0014.jpg,0.634046196937561,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0003.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0015.jpg,0.6004832983016968,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0003.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0016.jpg,0.023515459150075912,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0003.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0017.jpg,0.6417094469070435,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0003.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0018.jpg,0.6425583362579346,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0003.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0019.jpg,0.6380946636199951,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0004.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0005.jpg,0.7602643966674805,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0004.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0006.jpg,0.7482472658157349,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0004.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0007.jpg,0.7080732583999634,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0004.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0008.jpg,0.8285486698150635,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0004.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0009.jpg,0.8143712282180786,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0004.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0010.jpg,0.849685549736023,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0004.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0011.jpg,0.7059764862060547,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0004.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0012.jpg,0.7936827540397644,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0004.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0013.jpg,0.7877862453460693,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0004.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0014.jpg,0.7755816578865051,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0004.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0015.jpg,0.6638550758361816,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0004.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0016.jpg,0.04729535058140755,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0004.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0017.jpg,0.6671278476715088,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0004.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0018.jpg,0.629249095916748,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0004.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0019.jpg,0.7567810416221619,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0005.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0006.jpg,0.7807436585426331,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0005.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0007.jpg,0.7491824626922607,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0005.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0008.jpg,0.7188553810119629,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0005.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0009.jpg,0.6915305852890015,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0005.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0010.jpg,0.7417032718658447,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0005.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0011.jpg,0.7461143732070923,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0005.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0012.jpg,0.7590435743331909,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0005.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0013.jpg,0.7659984827041626,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0005.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0014.jpg,0.7052892446517944,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0005.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0015.jpg,0.6487590074539185,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0005.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0016.jpg,0.03738989681005478,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0005.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0017.jpg,0.6916670799255371,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0005.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0018.jpg,0.6945028305053711,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0005.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0019.jpg,0.6973886489868164,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0006.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0007.jpg,0.8181815147399902,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0006.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0008.jpg,0.7916733026504517,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0006.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0009.jpg,0.7446573972702026,1
E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0006.jpg,E:/kbtu_courses/diploma_project/src/diploma/photos/analysis_data\Abdullah_Gul\Abdullah_Gul_0010.jpg,0.7959610223770142,1
