path,label
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\556114.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\live\522082.jpg,1
E:/kbtu_courses/diploma_project/src/diploma/data\live\520087.jpg,1
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\510267.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\529406.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\537684.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\524104.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\531954.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\532878.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\519649.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\495910.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\live\558664.jpg,1
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\558416.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\521952.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\528420.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\529136.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\520953.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\526031.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\499084.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\515698.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\547473.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\553204.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\live\504287.jpg,1
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\528828.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\499046.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\530751.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\538732.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\live\526577.jpg,1
E:/kbtu_courses/diploma_project/src/diploma/data\live\532425.jpg,1
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\547942.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\live\537308.jpg,1
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\503199.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\501401.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\live\510983.jpg,1
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\497237.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\523464.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\544279.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\live\515581.jpg,1
E:/kbtu_courses/diploma_project/src/diploma/data\live\558208.jpg,1
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\530523.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\559491.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\549604.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\live\507739.jpg,1
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\512988.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\live\496711.jpg,1
E:/kbtu_courses/diploma_project/src/diploma/data\live\560548.jpg,1
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\516885.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\523577.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\538314.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\520808.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\530299.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\556163.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\live\495613.jpg,1
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\558095.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\549539.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\526223.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\519146.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\510049.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\554053.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\521345.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\550081.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\507057.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\556152.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\516248.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\live\542344.jpg,1
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\502261.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\558349.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\live\501863.jpg,1
E:/kbtu_courses/diploma_project/src/diploma/data\live\547966.jpg,1
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\512410.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\502839.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\511856.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\496393.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\511238.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\532049.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\523369.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\521259.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\542770.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\550577.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\527884.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\555951.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\557775.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\538024.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\534647.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\502754.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\531514.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\546794.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\533969.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\521386.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\537885.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\499761.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\557997.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\512247.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\507682.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\live\513026.jpg,1
E:/kbtu_courses/diploma_project/src/diploma/data\live\536538.jpg,1
E:/kbtu_courses/diploma_project/src/diploma/data\live\523757.jpg,1
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\540431.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\558778.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\live\524083.jpg,1
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\518543.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\545564.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\530874.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\live\535848.jpg,1
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\530518.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\520967.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\508741.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\553191.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\live\534834.jpg,1
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\560333.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\544172.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\551315.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\536277.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\533569.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\539481.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\525468.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\543884.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\537826.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\534483.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\538048.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\507809.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\517684.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\504336.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\512324.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\519781.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\559306.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\507960.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\553862.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\495655.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\533916.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\544597.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\561456.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\514630.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\525988.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\534765.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\live\532432.jpg,1
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\518257.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\549765.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\497001.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\497706.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\533236.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\509285.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\live\560055.jpg,1
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\510693.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\524357.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\561214.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\556275.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\522196.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\live\529224.jpg,1
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\533921.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\553597.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\541363.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\554690.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\531969.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\560260.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\495641.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\live\551562.jpg,1
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\503021.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\554652.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\live\509138.jpg,1
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\553628.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\551716.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\517864.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\513255.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\551935.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\live\523573.jpg,1
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\515188.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\live\511721.jpg,1
E:/kbtu_courses/diploma_project/src/diploma/data\live\556340.jpg,1
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\549008.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\live\496517.jpg,1
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\520994.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\532861.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\533558.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\538534.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\518519.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\552083.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\502529.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\520835.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\540376.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\537722.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\527260.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\519330.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\506059.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\554866.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\535950.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\511956.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\556464.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\531351.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\504364.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\live\556039.jpg,1
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\548677.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\507678.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\live\533650.jpg,1
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\519924.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\560781.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\513700.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\521232.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\live\547967.jpg,1
E:/kbtu_courses/diploma_project/src/diploma/data\live\513156.jpg,1
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\557349.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\556008.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\559776.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\537135.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\live\547227.jpg,1
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\531628.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\545806.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\531334.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\510371.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\live\513874.jpg,1
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\560410.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\530945.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\557605.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\543693.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\553875.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\494614.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\527836.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\549546.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\539271.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\497828.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\500548.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\551652.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\live\494645.jpg,1
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\541724.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\520163.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\547631.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\496474.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\526515.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\501017.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\514174.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\540248.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\554567.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\live\554185.jpg,1
E:/kbtu_courses/diploma_project/src/diploma/data\live\513865.jpg,1
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\554233.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\498357.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\536626.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\live\537022.jpg,1
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\531056.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\507271.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\526774.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\517411.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\528013.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\520351.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\520344.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\521055.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\live\495363.jpg,1
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\526612.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\561180.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\live\510272.jpg,1
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\546088.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\503988.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\557930.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\live\557934.jpg,1
E:/kbtu_courses/diploma_project/src/diploma/data\live\514611.jpg,1
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\532065.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\511681.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\542677.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\512217.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\545808.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\525019.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\515246.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\500541.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\501058.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\517232.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\live\494880.jpg,1
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\504485.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\554072.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\504435.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\504347.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\live\516282.jpg,1
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\548466.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\495011.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\553695.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\504717.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\526880.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\518423.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\517000.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\505075.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\live\550032.jpg,1
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\514348.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\555282.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\545740.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\live\519253.jpg,1
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\529120.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\live\515348.jpg,1
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\521403.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\live\559587.jpg,1
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\541320.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\527139.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\559245.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\521217.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\527975.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\503456.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\505498.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\516484.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\535628.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\496314.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\525034.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\live\521666.jpg,1
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\528694.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\543303.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\502974.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\live\553119.jpg,1
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\514019.jpg,0
E:/kbtu_courses/diploma_project/src/diploma/data\live\517284.jpg,1
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\512376.jpg,0
