path,label
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\549539.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\526223.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\519146.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\510049.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\554053.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\521345.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\550081.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\507057.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\556152.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\516248.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\live\542344.png,1
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\502261.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\558349.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\live\501863.png,1
E:/kbtu_courses/diploma_project/src/diploma/data\live\547966.png,1
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\512410.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\502839.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\511856.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\496393.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\511238.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\532049.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\523369.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\521259.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\542770.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\550577.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\527884.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\555951.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\557775.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\538024.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\534647.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\502754.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\531514.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\546794.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\533969.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\521386.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\537885.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\499761.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\557997.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\512247.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\507682.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\live\513026.png,1
E:/kbtu_courses/diploma_project/src/diploma/data\live\536538.png,1
E:/kbtu_courses/diploma_project/src/diploma/data\live\523757.png,1
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\540431.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\558778.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\live\524083.png,1
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\518543.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\545564.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\530874.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\live\535848.png,1
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\530518.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\520967.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\508741.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\553191.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\live\534834.png,1
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\560333.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\544172.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\551315.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\536277.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\533569.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\539481.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\525468.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\543884.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\537826.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\534483.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\538048.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\507809.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\517684.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\504336.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\512324.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\519781.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\559306.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\507960.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\553862.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\495655.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\533916.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\544597.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\561456.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\514630.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\525988.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\534765.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\live\532432.png,1
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\518257.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\549765.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\497001.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\497706.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\533236.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\509285.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\live\560055.png,1
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\510693.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\524357.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\561214.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\556275.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\522196.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\live\529224.png,1
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\533921.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\553597.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\541363.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\554690.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\531969.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\560260.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\495641.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\live\551562.png,1
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\503021.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\554652.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\live\509138.png,1
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\553628.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\551716.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\517864.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\513255.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\551935.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\live\523573.png,1
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\515188.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\live\511721.png,1
E:/kbtu_courses/diploma_project/src/diploma/data\live\556340.png,1
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\549008.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\live\496517.png,1
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\520994.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\532861.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\533558.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\538534.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\518519.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\552083.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\502529.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\520835.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\540376.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\537722.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\527260.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\519330.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\506059.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\554866.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\535950.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\511956.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\556464.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\531351.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\504364.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\live\556039.png,1
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\548677.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\507678.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\live\533650.png,1
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\519924.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\560781.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\513700.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\521232.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\live\547967.png,1
E:/kbtu_courses/diploma_project/src/diploma/data\live\513156.png,1
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\557349.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\556008.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\559776.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\537135.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\live\547227.png,1
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\531628.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\545806.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\531334.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\510371.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\live\513874.png,1
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\560410.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\530945.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\557605.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\543693.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\553875.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\494614.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\527836.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\549546.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\539271.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\497828.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\500548.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\551652.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\live\494645.png,1
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\541724.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\520163.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\547631.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\496474.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\526515.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\501017.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\514174.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\540248.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\554567.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\live\554185.png,1
E:/kbtu_courses/diploma_project/src/diploma/data\live\513865.png,1
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\554233.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\498357.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\536626.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\live\537022.png,1
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\531056.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\507271.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\526774.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\517411.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\528013.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\520351.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\520344.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\521055.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\live\495363.png,1
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\526612.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\561180.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\live\510272.png,1
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\546088.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\503988.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\557930.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\live\557934.png,1
E:/kbtu_courses/diploma_project/src/diploma/data\live\514611.png,1
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\532065.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\511681.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\542677.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\512217.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\545808.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\525019.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\515246.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\500541.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\501058.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\517232.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\live\494880.png,1
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\504485.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\554072.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\504435.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\504347.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\live\516282.png,1
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\548466.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\495011.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\553695.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\504717.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\526880.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\518423.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\517000.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\505075.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\live\550032.png,1
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\514348.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\555282.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\545740.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\live\519253.png,1
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\529120.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\live\515348.png,1
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\521403.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\live\559587.png,1
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\541320.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\527139.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\559245.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\521217.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\527975.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\503456.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\505498.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\516484.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\535628.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\496314.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\525034.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\live\521666.png,1
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\528694.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\543303.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\502974.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\live\553119.png,1
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\514019.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\live\517284.png,1
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\512376.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\535158.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\497762.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\live\546438.png,1
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\502595.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\live\546213.png,1
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\511017.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\live\549105.png,1
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\513050.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\530836.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\547031.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\500774.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\513415.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\531162.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\live\559829.png,1
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\552065.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\live\500069.png,1
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\507400.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\504188.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\518684.png,0
E:/kbtu_courses/diploma_project/src/diploma/data\live\546528.png,1
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\543212.png,0
