path,label,scores
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\545463.jpg,0,0.0013320455327630043
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\516254.jpg,0,0.0005554444505833089
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\529281.jpg,0,0.04140867665410042
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\524752.jpg,0,0.004566200543195009
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\528385.jpg,0,0.0015556500293314457
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\525869.jpg,0,0.0017518553650006652
E:/kbtu_courses/diploma_project/src/diploma/data\live\550835.jpg,1,0.9834882616996765
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\506914.jpg,0,0.0018296099733561277
E:/kbtu_courses/diploma_project/src/diploma/data\live\546518.jpg,1,0.9982118606567383
E:/kbtu_courses/diploma_project/src/diploma/data\live\537821.jpg,1,0.9981123208999634
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\557792.jpg,0,0.0011805547401309013
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\538853.jpg,0,0.0008456356590613723
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\519059.jpg,0,0.0037501156330108643
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\517794.jpg,0,0.0027872344944626093
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\529857.jpg,0,0.001338368165306747
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\504396.jpg,0,0.0017492305487394333
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\554494.jpg,0,0.016978980973362923
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\539622.jpg,0,0.0043870555236935616
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\533732.jpg,0,0.013696129433810711
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\560886.jpg,0,0.0016390137607231736
E:/kbtu_courses/diploma_project/src/diploma/data\live\539796.jpg,1,0.9959738850593567
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\552639.jpg,0,0.001527397776953876
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\512883.jpg,0,0.0011150366626679897
E:/kbtu_courses/diploma_project/src/diploma/data\live\540665.jpg,1,0.9923141598701477
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\548122.jpg,0,0.008755401708185673
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\540996.jpg,0,0.0006574562285095453
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\496662.jpg,0,0.002484681783244014
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\520347.jpg,0,0.0015987425576895475
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\499541.jpg,0,0.001991256605833769
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\545083.jpg,0,0.0002580959699116647
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\509987.jpg,0,0.0017090629553422332
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\531562.jpg,0,0.0012234452879056334
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\545996.jpg,0,0.0008013772894628346
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\557436.jpg,0,0.0005444838316179812
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\533385.jpg,0,0.001644581789150834
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\558148.jpg,0,0.0017549677286297083
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\507051.jpg,0,0.0018238063203170896
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\558020.jpg,0,0.0009167564567178488
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\559985.jpg,0,0.00043096093577332795
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\551794.jpg,0,0.00032676616683602333
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\506073.jpg,0,0.0007161805406212807
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\531106.jpg,0,0.00038381063495762646
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\555332.jpg,0,0.0003570509434211999
E:/kbtu_courses/diploma_project/src/diploma/data\live\516454.jpg,1,0.9888997077941895
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\514329.jpg,0,0.0036225218791514635
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\546833.jpg,0,0.001554911839775741
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\558562.jpg,0,0.000799025350715965
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\529135.jpg,0,0.0002759052440524101
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\559794.jpg,0,0.004935734439641237
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\539479.jpg,0,0.0009152705315500498
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\543235.jpg,0,0.0007355363923124969
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\520246.jpg,0,0.0016613020561635494
E:/kbtu_courses/diploma_project/src/diploma/data\live\498142.jpg,1,0.9907307028770447
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\559102.jpg,0,0.0035287681967020035
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\510106.jpg,0,0.010389172472059727
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\519824.jpg,0,0.0005615309346467257
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\534812.jpg,0,0.0035278324503451586
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\506407.jpg,0,0.0004966495325788856
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\528121.jpg,0,0.012543367221951485
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\524263.jpg,0,0.0033779910299926996
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\516543.jpg,0,0.0017580913845449686
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\495391.jpg,0,0.00032565309084020555
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\556021.jpg,0,0.00830965768545866
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\505153.jpg,0,0.0026653592940419912
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\514057.jpg,0,0.004417965188622475
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\516574.jpg,0,0.0004661939456127584
E:/kbtu_courses/diploma_project/src/diploma/data\live\533278.jpg,1,0.9923008680343628
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\549250.jpg,0,0.0009943963959813118
E:/kbtu_courses/diploma_project/src/diploma/data\live\522772.jpg,1,0.9977578520774841
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\539516.jpg,0,0.007594026625156403
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\508858.jpg,0,0.0003246775013394654
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\538961.jpg,0,0.0010180232347920537
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\522508.jpg,0,0.00041451462311670184
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\504333.jpg,0,0.1062355637550354
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\540820.jpg,0,0.0005321252974681556
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\498306.jpg,0,0.0005530418711714447
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\507026.jpg,0,0.0009772265329957008
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\508459.jpg,0,0.0017331723356619477
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\523465.jpg,0,0.0012734963092952967
E:/kbtu_courses/diploma_project/src/diploma/data\live\560867.jpg,1,0.997187077999115
E:/kbtu_courses/diploma_project/src/diploma/data\live\544255.jpg,1,0.9874114394187927
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\499896.jpg,0,0.0013557535130530596
E:/kbtu_courses/diploma_project/src/diploma/data\live\548179.jpg,1,0.9970037341117859
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\512578.jpg,0,0.0022477915044873953
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\558728.jpg,0,0.003669427242130041
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\531551.jpg,0,0.0037677129730582237
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\532034.jpg,0,0.00627276161685586
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\536513.jpg,0,0.0005051550688222051
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\532753.jpg,0,0.003600522642955184
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\558650.jpg,0,0.0016627032309770584
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\511547.jpg,0,0.00037398506538011134
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\545123.jpg,0,0.0013662232086062431
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\544912.jpg,0,0.0013126588892191648
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\559968.jpg,0,0.0005067666061222553
E:/kbtu_courses/diploma_project/src/diploma/data\live\557295.jpg,1,0.9949721097946167
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\523970.jpg,0,0.059759918600320816
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\504734.jpg,0,0.0006618172628805041
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\537362.jpg,0,0.0033283180091530085
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\510181.jpg,0,0.0004397158627398312
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\552404.jpg,0,0.0007042898214422166
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\543519.jpg,0,0.0010609319433569908
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\535415.jpg,0,0.0018138221930712461
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\538774.jpg,0,0.004262391943484545
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\549060.jpg,0,0.0007962954114191234
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\499547.jpg,0,0.002067189896479249
E:/kbtu_courses/diploma_project/src/diploma/data\live\545074.jpg,1,0.9904672503471375
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\498446.jpg,0,0.0004694687086157501
E:/kbtu_courses/diploma_project/src/diploma/data\live\495488.jpg,1,0.9246783256530762
E:/kbtu_courses/diploma_project/src/diploma/data\live\511404.jpg,1,0.996846616268158
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\516677.jpg,0,0.0020116427913308144
E:/kbtu_courses/diploma_project/src/diploma/data\live\500531.jpg,1,0.989323079586029
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\522783.jpg,0,0.0010922581423074007
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\524882.jpg,0,0.0013763699680566788
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\526403.jpg,0,0.0011152367806062102
E:/kbtu_courses/diploma_project/src/diploma/data\live\553437.jpg,1,0.9989404082298279
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\526920.jpg,0,0.004322530701756477
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\513062.jpg,0,0.0004249854537192732
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\509219.jpg,0,0.15653890371322632
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\514236.jpg,0,0.0022216506768018007
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\550715.jpg,0,0.011618265882134438
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\547087.jpg,0,0.0017277193255722523
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\538627.jpg,0,0.6210334300994873
E:/kbtu_courses/diploma_project/src/diploma/data\live\542452.jpg,1,0.9976275563240051
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\535745.jpg,0,0.0007692277431488037
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\516290.jpg,0,0.0009963447228074074
E:/kbtu_courses/diploma_project/src/diploma/data\live\526080.jpg,1,0.9969542026519775
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\498056.jpg,0,0.010351837612688541
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\555509.jpg,0,0.019231898710131645
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\534117.jpg,0,0.0018367208540439606
E:/kbtu_courses/diploma_project/src/diploma/data\live\499343.jpg,1,0.9883732199668884
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\518685.jpg,0,0.0019985123071819544
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\560813.jpg,0,0.0010768637293949723
E:/kbtu_courses/diploma_project/src/diploma/data\live\511171.jpg,1,0.9976765513420105
E:/kbtu_courses/diploma_project/src/diploma/data\live\556277.jpg,1,0.9934831261634827
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\545835.jpg,0,0.002013155724853277
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\497207.jpg,0,0.001025752630084753
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\548916.jpg,0,0.0022140603978186846
E:/kbtu_courses/diploma_project/src/diploma/data\live\502725.jpg,1,0.996346652507782
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\555500.jpg,0,0.001050683087669313
E:/kbtu_courses/diploma_project/src/diploma/data\live\506971.jpg,1,0.9849333167076111
E:/kbtu_courses/diploma_project/src/diploma/data\live\509540.jpg,1,0.9956730008125305
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\523615.jpg,0,0.00043843683670274913
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\543298.jpg,0,0.001249942695721984
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\535604.jpg,0,0.0013650540495291352
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\551490.jpg,0,0.00021675329480785877
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\540861.jpg,0,0.0027446174062788486
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\513352.jpg,0,0.0017587282927706838
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\514905.jpg,0,0.0004038563638459891
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\529713.jpg,0,0.0011733431601896882
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\497826.jpg,0,0.0018969093216583133
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\495453.jpg,0,0.0028214440681040287
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\560315.jpg,0,0.001898407586850226
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\547601.jpg,0,0.001842073630541563
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\500799.jpg,0,0.004312220029532909
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\499894.jpg,0,0.0006276075728237629
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\509212.jpg,0,0.011179891414940357
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\529153.jpg,0,0.007022703066468239
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\494960.jpg,0,0.008829968981444836
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\550907.jpg,0,0.0025985429529100657
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\494938.jpg,0,0.000743049313314259
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\522731.jpg,0,0.0016844733618199825
E:/kbtu_courses/diploma_project/src/diploma/data\live\517254.jpg,1,0.9921875
E:/kbtu_courses/diploma_project/src/diploma/data\live\531450.jpg,1,0.9964086413383484
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\520529.jpg,0,0.0006831705686636269
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\544321.jpg,0,0.0016404165653511882
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\559458.jpg,0,0.001514859963208437
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\559628.jpg,0,0.03277400881052017
E:/kbtu_courses/diploma_project/src/diploma/data\live\502209.jpg,1,0.9760810136795044
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\511646.jpg,0,0.0021677794866263866
E:/kbtu_courses/diploma_project/src/diploma/data\live\516541.jpg,1,0.9902471303939819
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\525577.jpg,0,0.004862804897129536
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\508170.jpg,0,0.0005211509997025132
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\543653.jpg,0,0.0011843990068882704
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\556650.jpg,0,0.006394828669726849
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\508903.jpg,0,0.0014797315234318376
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\499015.jpg,0,0.0033975664991885424
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\544292.jpg,0,0.0034135072492063046
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\508220.jpg,0,0.0008628687355667353
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\553265.jpg,0,0.0003902817261405289
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\548266.jpg,0,0.003754935460165143
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\558406.jpg,0,0.001749398885294795
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\551070.jpg,0,0.0007621156401000917
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\556635.jpg,0,0.0003043590113520622
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\514084.jpg,0,0.0010269319172948599
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\512348.jpg,0,0.01866505667567253
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\540250.jpg,0,0.002947930945083499
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\521937.jpg,0,0.0009130346588790417
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\533314.jpg,0,0.0009109010570682585
E:/kbtu_courses/diploma_project/src/diploma/data\live\535413.jpg,1,0.9759781360626221
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\525668.jpg,0,0.0009960480965673923
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\512037.jpg,0,0.017906323075294495
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\516502.jpg,0,0.0029342081397771835
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\498815.jpg,0,0.0005015472997911274
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\531382.jpg,0,0.00055376609088853
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\508327.jpg,0,0.0013196547515690327
E:/kbtu_courses/diploma_project/src/diploma/data\live\529868.jpg,1,0.9833152294158936
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\504139.jpg,0,0.0016700250562280416
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\554363.jpg,0,0.0005677814478985965
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\543533.jpg,0,0.001185984001494944
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\539662.jpg,0,0.0012828593607991934
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\537216.jpg,0,0.00794933084398508
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\527529.jpg,0,0.0015869243070483208
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\520406.jpg,0,0.10918651521205902
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\516707.jpg,0,0.007476164028048515
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\532181.jpg,0,0.0017028206493705511
E:/kbtu_courses/diploma_project/src/diploma/data\live\516428.jpg,1,0.9977057576179504
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\530996.jpg,0,0.0036724009551107883
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\512394.jpg,0,0.0006170056876726449
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\499194.jpg,0,0.000971681613009423
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\546690.jpg,0,0.0015033166855573654
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\536582.jpg,0,0.0016572498716413975
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\551348.jpg,0,0.0005508142057806253
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\518092.jpg,0,0.0004241359420120716
E:/kbtu_courses/diploma_project/src/diploma/data\live\527458.jpg,1,0.996553897857666
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\521636.jpg,0,0.01966041512787342
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\527023.jpg,0,0.005797491874545813
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\509842.jpg,0,0.000557669554837048
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\538519.jpg,0,0.00046697555808350444
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\498137.jpg,0,0.004082389175891876
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\545745.jpg,0,0.001772802323102951
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\543220.jpg,0,0.0005233287811279297
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\551735.jpg,0,0.0051448531448841095
E:/kbtu_courses/diploma_project/src/diploma/data\live\507589.jpg,1,0.9219730496406555
E:/kbtu_courses/diploma_project/src/diploma/data\live\521019.jpg,1,0.9971044659614563
E:/kbtu_courses/diploma_project/src/diploma/data\live\561195.jpg,1,0.957780659198761
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\518747.jpg,0,0.002751642605289817
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\527471.jpg,0,0.006011979188770056
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\496334.jpg,0,0.0008059000829234719
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\554848.jpg,0,0.002306738868355751
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\516209.jpg,0,0.0067115104757249355
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\557785.jpg,0,0.0017678375588729978
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\516027.jpg,0,0.002249692566692829
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\540310.jpg,0,0.0007410036632791162
E:/kbtu_courses/diploma_project/src/diploma/data\live\520768.jpg,1,0.9836951494216919
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\513828.jpg,0,0.0008829751750454307
E:/kbtu_courses/diploma_project/src/diploma/data\spoof\530800.jpg,0,0.0012868782505393028
E:/kbtu_courses/diploma_project/src/diploma/data\live\550477.jpg,1,0.9941397905349731
E:/kbtu_courses/diploma_project/src/diploma/data\live\495052.jpg,1,0.9969639182090759
